100,100.502,102.751,101.703,101.214,100.439,99.9372,99.5405,98.5449,96.8887,97.0486,99.5903,101.09,101.575,99.8636,99.7053,102.097,104.041,101.844,102.583,103.319,105.351,105.613,106.197,107.793,106.748,104.733,104.115,102.922,104.318,106.443,106.948,105.888,108.673,109.383,109.586,112.921,112.782,114.042,115.869,118.117,118.352,116.074,117.728,115.963,115.594,117.019,114.492,109.163,108.218,108.875,107.536,110.052,109.81,108.459,106.179,106.172,107.412,108.955,109.185,107.356,106.758,104.908,104.088,102.995,103.916,105.735,108.293,108.516,107.352,105.699,105.074,101.696,99.8591,102.986,102.299,103.558,103.812,102.134,102.032,104.157,106.692,108.186,107.763,108.769,109.858,108.626,111.792,109.585,110.542,111.368,110.341,110.582,110.732,108.004,110.21,109.357,108.759,108.145,106.131,105.225
100,99.8196,100.212,99.8693,100.852,100.907,102.043,101.989,103.577,102.781,104.176,103.685,102.335,101.105,102.718,103.437,101.795,100.069,99.0047,99.1305,98.7196,97.8667,99.4467,98.3416,96.4541,99.6622,100.472,101.166,99.2996,99.6085,97.9391,98.1415,98.5589,95.7113,98.0415,98.6632,99.2331,99.7707,97.5789,98.9507,98.6912,100.694,102.583,103.056,103.321,104.204,105.866,108.972,105.609,109.466,110.139,110.325,109.407,109.184,107.967,108.755,110.898,109.361,109.124,110.585,110.417,111.371,112.559,113.836,113.919,113.974,113.907,115.493,114.849,115.008,112.888,117.096,115.363,117.222,116.908,116.789,116.754,115.949,113.723,116.301,117.564,119.775,118.856,119.004,118.53,118.462,114.789,119.259,118.271,118.086,114.659,115.224,117.438,118.532,120.099,120.093,119.37,118.224,117.074,112.394,111.68
100,98.368,100.596,100.959,100.669,100.117,102.805,100.774,100.808,102.157,101.966,103.531,103.541,101.508,102.04,100.919,100.662,100.855,99.7075,101.828,100.855,99.6682,100.746,100.724,102.629,102.188,102.807,103.788,104.752,104.224,103.376,103.899,102.512,103.156,105.267,105.653,105.369,103.708,105.126,105.588,103.504,104.533,102.264,101.76,100.993,101.077,102.045,103.877,107.387,107.872,111.056,112.052,110.411,110.627,110.935,110.85,110.686,110.217,111.058,110.448,109.243,109.58,107.241,106.866,108.339,106.959,109.186,105.47,109.277,108.335,109.993,112.571,116.268,118.878,118.65,119.576,122.407,123.64,123.091,121.208,120.11,118.21,118.623,116.832,118.315,116.665,118.223,116.137,115.53,116.337,118.356,117.108,117.37,116.889,116.579,115.205,114.833,116.94,117.767,118.777,117.358
100,98.73,97.688,98.1518,96.7268,98.682,100.294,101.267,101.889,103.423,104.286,104.082,101.823,101.25,101.994,99.6276,101.928,102.64,103.969,103.853,104.366,102.747,103.568,101.106,100.727,101.065,100.559,99.1299,98.9845,96.5044,96.2688,93.4443,93.4278,93.2341,92.5808,91.1897,89.0867,92.0489,92.4146,91.3974,90.5965,91.7651,92.9913,92.2743,92.7934,92.2495,90.6975,89.4803,88.4404,86.8282,87.6841,89.8526,88.7752,91.156,92.0931,92.6636,92.2336,92.8191,94.4608,92.1574,92.3522,94.2764,94.7935,94.1423,95.8314,94.9582,98.2235,98.3746,97.9152,97.2602,96.5873,94.7256,94.2717,93.9704,94.1534,92.3639,94.3925,92.2919,93.7789,93.0822,91.557,90.7059,90.7093,91.5478,92.3893,92.0399,94.1536,94.5565,93.847,93.5824,94.2994,94.18,94.9534,94.2271,95.2958,97.7615,100.626,99.7937,101.954,99.8957,100.289
100,102.188,103.425,101.974,101.503,102.476,103.535,103.936,106.651,107.129,109.044,106.896,107.543,108.032,107.582,109.442,109.147,110.843,111.51,111.845,114.325,114.626,118.157,121.001,121.913,119.722,122.254,121.151,123.542,120.869,117.418,115.639,115.918,111.67,110.96,113.974,113.769,115.209,114.925,115.327,114.825,116.597,114.597,115.335,117.407,115.982,115.382,114.321,114.715,113.254,115.383,115.231,116.891,113.169,113.116,114.762,117.087,116.492,116.625,119.226,118.919,118.609,117.998,119.726,117.248,121.383,122.766,119.823,119.908,120.55,119.183,119.549,120.237,119.53,120.865,123.261,125.403,124.882,124.939,126.312,127.43,129.108,127.018,128.663,126.91,127.081,124.179,126.967,128.857,131.058,130.404,130.346,128.388,127.898,127.497,125.85,124.974,124.586,126.758,127.331,127.522
100,102.011,104.546,105.33,103.191,103.304,102.171,102.233,101.754,100.989,100.292,98.7692,99.015,98.5143,96.443,97.3699,96.4629,96.5538,99.4086,101.089,100.803,100.527,100.59,101.159,99.7066,99.9035,97.5738,97.0429,98.4079,96.4405,97.8706,98.2279,96.5928,97.0074,97.1264,98.0158,98.1369,96.4926,97.4593,97.8356,97.2971,96.6089,97.1459,98.513,100.708,103.69,100.908,100.188,99.8066,100.848,103.024,103.86,101.788,102.608,101.042,97.5973,96.6956,94.6725,96.2139,97.1267,96.8078,95.1153,96.5463,95.8698,96.1207,97.4234,95.3435,93.9052,91.3441,92.1067,91.5904,89.3376,87.9244,90.25,91.6598,91.9602,91.9112,91.2332,91.6549,94.034,93.2992,94.264,94.7187,95.6063,96.6304,96.496,97.08,95.452,97.3393,95.3413,94.9501,93.5378,93.6575,94.5024,91.3668,91.7366,90.832,90.1755,90.7434,90.6439,90.8503
100,99.7201,101.168,99.0677,98.9226,99.7955,99.0185,97.6862,97.1864,98.108,99.667,101.719,99.3628,102.026,101.791,102.152,102.893,101.279,100.841,102.038,103.651,106.136,107.741,105.477,105.093,104.086,103.933,103.968,101.611,99.341,100.941,99.3577,98.3634,97.8944,99.1685,101.503,97.7855,96.2929,93.9011,93.9447,96.1907,98.6436,100.226,99.0167,101.205,100.963,103.604,102.89,105.257,105.24,105.941,105.773,108.443,107.648,107.843,105.204,108.116,109.01,107.661,108.26,110.277,111.225,110.335,108.397,105.87,108.692,108.342,108.678,108.029,109.497,111.894,116.308,116.282,116.777,115.612,116.099,117.769,118.613,120.213,119.812,118.502,119.863,120.627,120.878,121.319,123.961,124.577,124.803,123.458,124.679,123.757,126.089,126.441,127.144,130.558,131.17,130.805,129.275,126.099,121.995,121.371
100,102.015,100.619,101.88,100.334,99.7099,99.0727,100.317,102.092,102.968,103.478,103.912,104.402,103.772,104.948,106.095,104.523,100.706,101.279,98.8945,100.611,99.076,96.7245,96.199,95.2193,96.6049,96.4199,94.0898,95.4093,96.8828,97.2653,96.4445,96.3445,96.8535,97.0903,98.3805,97.4294,94.5383,92.4911,94.586,93.8903,92.0677,91.1268,91.3095,91.8791,92.0246,92.8002,91.9814,90.9213,89.3355,90.8668,91.0725,91.7643,90.6994,86.9083,88.047,89.1838,87.5478,87.1412,85.2985,83.9359,83.9622,83.9379,83.0936,83.6315,84.0012,86.0683,83.8145,83.8413,83.9439,82.9721,82.0224,81.9231,81.7664,83.0433,82.4805,80.8423,79.882,79.3336,80.0629,80.6244,78.7337,76.6144,77.4414,76.8674,75.9142,75.906,75.9091,73.6628,72.2085,73.2978,73.843,76.1734,74.3875,74.2451,73.7086,73.5899,75.2318,75.2989,77.198,77.3112
100,99.6015,98.8058,101.402,100.135,101.511,99.9196,96.7283,99.3654,98.4347,97.1796,98.5678,97.8492,99.0301,102.78,103.627,105.484,105.94,105.292,107.734,106.252,105.824,105.51,106.293,107.689,104.378,103.169,104.105,103.397,104.343,102.895,103.231,104.352,103.431,99.3244,100.311,99.5774,100.68,100.867,101.348,101.664,100.915,102.452,104.523,104.528,104.938,104.087,104.87,102.907,103.01,103.769,101.906,100.918,102.773,101.496,99.4955,101.455,100.726,101.289,102.577,101.213,102.9,104.768,104.795,106.779,105.471,107.246,106.441,106.757,105.849,104.232,104.947,104.693,106.083,105.472,107.054,108.705,109.099,107.97,107.326,103.69,102.468,101.86,99.9526,97.8232,97.4844,99.5412,100.847,101.461,102.512,101.819,102.506,102.735,105.079,107.547,108.783,108.592,109.99,108.613,108.491,108.141
100,102.748,102.157,101.441,103.872,104.064,104.198,103.083,104.169,102.997,103.56,104.663,104.042,103.486,101.237,101.888,100.518,100.227,99.4781,96.3685,98.7774,104.13,103.832,102.19,101.62,103.471,104.526,106.511,106.632,103.378,104.191,104.546,105.345,105.347,105.231,104.723,104.143,102.367,104.843,103.611,105.685,101.854,104.511,103.759,104.309,102.436,103.029,102.655,105.09,106.296,104.775,106.356,106.889,103.334,101.27,101.821,100.372,100.451,99.8871,100.861,102.388,102.322,100.852,101.735,103.151,102.194,103.612,104.595,105.506,104.674,105.831,107.119,107.847,107.423,107.975,108.417,110.836,111.61,113.113,117.246,114.519,112.649,114.499,112.555,113.561,115.587,116.929,114.968,116.33,117.641,120.921,121.831,122.004,123.701,123.91,127.612,128.083,131.963,131.444,129.313,134.223
