date, spot price, option price, sigma, delta, hedging error, pnl, 
2011-08-08, 546.02, 28.55, 0.404175, 0.507449, 0, 0
2011-08-09, 573.41, 37.7, 0.318135, 0.670525, 4.74793, -9.15
2011-08-10, 549.01, 28, 0.389833, 0.520687, -1.9141, 0.55
2011-08-11, 562.13, 32.65, 0.359733, 0.596791, 0.266276, -4.1
2011-08-12, 563.77, 32.3, 0.347348, 0.609662, 1.59369, -3.75
2011-08-15, 557.23, 25.95, 0.318005, 0.572074, 3.95503, 2.6
2011-08-16, 539, 16.25, 0.317484, 0.438, 3.22475, 12.3
2011-08-17, 533.15, 12.55, 0.303857, 0.385195, 4.36142, 16
2011-08-18, 504.88, 6.7, 0.360318, 0.226639, -0.6788, 21.85
2011-08-19, 490.92, 4.3, 0.376118, 0.160706, -1.4431, 24.25
2011-08-22, 498.17, 3.8, 0.33646, 0.159611, 0.221744, 24.75
2011-08-23, 518.82, 6.55, 0.307559, 0.258509, 0.767415, 22
2011-08-24, 523.29, 7.9, 0.318457, 0.294105, 0.572396, 20.65
2011-08-25, 520.04, 8.6, 0.363182, 0.292562, -1.08402, 19.95
2011-08-26, 526.86, 7.65, 0.30916, 0.304296, 1.86073, 20.9
2011-08-29, 539.08, 9.9, 0.277577, 0.396863, 3.32869, 18.65
2011-08-30, 540.7, 10.6, 0.288204, 0.414359, 3.27089, 17.95
2011-08-31, 540.96, 9.55, 0.274866, 0.407716, 4.42779, 19
2011-09-01, 532.5, 6.1, 0.276247, 0.306614, 4.42769, 22.45
2011-09-02, 524.84, 3.3, 0.264991, 0.206881, 4.87842, 25.25
2011-09-06, 522.18, 2.45, 0.265495, 0.170038, 5.1776, 26.1
2011-09-07, 534.03, 3.7, 0.236175, 0.262064, 5.9422, 24.85
2011-09-08, 534.96, 4, 0.252088, 0.276258, 5.88529, 24.55
2011-09-09, 524.85, 2, 0.276304, 0.160426, 5.09172, 26.55
2011-09-12, 530.12, 1.15, 0.211766, 0.133604, 6.78683, 27.4
2011-09-13, 529.52, 0.475, 0.186806, 0.0766141, 7.38142, 28.075
2011-09-14, 532.07, 0.35, 0.175287, 0.0682328, 7.70167, 28.2
2011-09-15, 542.56, 0.6, 0.12337, 0.157646, 8.16732, 27.95
2011-09-16, 546.68, 0.025, 0.037371, 0.034777, 9.39154, 28.525
, 0, 0, 0.5, 0, -9.59536, 28.55
date, spot price, option price, sigma, delta, hedging error, pnl, 
2011-07-05, 532.44, 44.2, 0.257239, 0.722694, 0, 0
2011-07-06, 535.36, 46.9, 0.266752, 0.733358, -0.592302, -2.7
2011-07-07, 546.6, 55.3, 0.267212, 0.787625, -0.752109, -11.1
2011-07-08, 531.99, 43.95, 0.265889, 0.719431, -0.911847, 0.25
2011-07-11, 527.28, 41, 0.27315, 0.691542, -1.35266, 3.2
2011-07-12, 534.01, 46.4, 0.283815, 0.722803, -2.1009, -2.2
2011-07-13, 538.26, 49.3, 0.284101, 0.74509, -1.93116, -5.1
2011-07-14, 528.94, 41.15, 0.269242, 0.706934, -0.727508, 3.05
2011-07-15, 597.62, 99.65, 0.278322, 0.940806, -10.6772, -55.45
2011-07-18, 594.94, 97.65, 0.29698, 0.926498, -11.2014, -53.45
2011-07-19, 602.55, 103.8, 0.263036, 0.960375, -10.3039, -59.6
2011-07-20, 595.35, 97.8, 0.296095, 0.931998, -11.2223, -53.6
2011-07-21, 606.99, 108.15, 0.27217, 0.964358, -10.7275, -63.95
2011-07-22, 618.23, 118.7, 0.244932, 0.986135, -10.442, -74.5
2011-07-25, 618.98, 119.95, 0.290303, 0.971688, -10.9564, -75.75
2011-07-26, 622.52, 123.25, 0.282944, 0.978698, -10.8207, -79.05
2011-07-27, 607.22, 108.65, 0.300582, 0.957787, -11.1989, -64.45
2011-07-28, 610.94, 112.1, 0.298314, 0.965079, -11.09, -67.9
2011-07-29, 603.69, 106.8, 0.364759, 0.924773, -12.7907, -62.6
