date, spot price, option price, sigma, delta, hedging error, pnl, 
2011-07-05, 532.44, 11.05, 0.251085, -0.273434, 0, 0
2011-07-06, 535.36, 10.8, 0.260028, -0.262393, -0.547245, 0.25
2011-07-07, 546.6, 7.8, 0.257483, -0.205008, -0.495342, 3.25
2011-07-08, 531.99, 11.3, 0.259819, -0.276936, -0.999367, -0.25
2011-07-11, 527.28, 13.25, 0.2695, -0.306652, -1.64394, -2.2
2011-07-12, 534.01, 11.6, 0.275988, -0.27277, -2.05646, -0.55
2011-07-13, 538.26, 10.45, 0.278277, -0.251319, -2.06475, 0.6
2011-07-14, 528.94, 12.7, 0.277231, -0.297307, -1.97161, -1.65
2011-07-15, 597.62, 1.8, 0.275189, -0.0572811, -11.4896, 9.25
2011-07-18, 594.94, 1.95, 0.277911, -0.061614, -11.486, 9.1
2011-07-19, 602.55, 1.325, 0.272881, -0.0449643, -11.3297, 9.725
2011-07-20, 595.35, 1.475, 0.268155, -0.0511262, -11.1558, 9.575
2011-07-21, 606.99, 1.225, 0.283384, -0.0412129, -11.5008, 9.825
2011-07-22, 618.23, 1.1, 0.301638, -0.0353014, -11.8389, 9.95
2011-07-25, 618.98, 0.975, 0.299986, -0.0322671, -11.7403, 10.075
2011-07-26, 622.52, 1.025, 0.313116, -0.0326289, -11.9044, 10.025
2011-07-27, 607.22, 1.425, 0.307579, -0.0456104, -11.8051, 9.625
2011-07-28, 610.94, 1.45, 0.320398, -0.0449288, -11.9996, 9.6
2011-07-29, 603.69, 1.6, 0.316198, -0.0506063, -11.8238, 9.45
