BuyAndHold,LongCall,Putwrite
0.0871944,0.0912586,0.141898
-0.0792159,-0.149872,-0.112386
0.356925,0.566343,0.375442
0.154975,0.215078,0.20563
0.223977,0.337848,0.266779
-0.0962073,-0.16713,-0.149005
-0.0436885,-0.114793,-0.0369633
-0.139237,-0.21233,-0.243439
-0.0902693,-0.161063,-0.136166
0.0125012,-0.0493871,0.0668921
0.080079,0.0780589,0.134979
0.248489,0.380734,0.287674
-0.105141,-0.176335,-0.168406
0.0404928,0.00387372,0.09563
0.100444,0.115732,0.154663
-0.0607289,-0.131453,-0.0729506
-0.0663969,-0.137061,-0.0849971
-0.043352,-0.114467,-0.0362562
0.137779,0.183982,0.189822
-0.073854,-0.144492,-0.100905
-0.0898749,-0.160661,-0.135315
0.026181,-0.0232718,0.0810346
0.31704,0.498813,0.344002
0.122627,0.156408,0.175694
0.150999,0.207907,0.201996
0.129214,0.168416,0.18186
-0.0549526,-0.125772,-0.0607136
0.457863,0.733765,0.451053
-0.109345,-0.180699,-0.177574
0.0771308,0.072578,0.132098
-0.043189,-0.114309,-0.0359135
-0.094743,-0.16563,-0.145834
0.210537,0.314177,0.255143
0.227026,0.343202,0.2694
-0.172372,-0.248705,-0.317942
0.21351,0.319423,0.257728
0.25154,0.386046,0.290247
0.265753,0.410722,0.302146
0.0372644,-0.00223427,0.0923552
-0.0909681,-0.161775,-0.137674
0.0233982,-0.0285708,0.078173
0.487012,0.781258,0.471915
0.259837,0.400464,0.297209
-0.106829,-0.178085,-0.172084
0.0710825,0.0613119,0.126164
-0.0559507,-0.126751,-0.0628253
0.30372,0.476074,0.333291
0.0634366,0.0470278,0.118615
-0.103482,-0.174619,-0.164796
-0.00208166,-0.0753309,0.0495224
0.199599,0.294828,0.245578
0.142627,0.192771,0.194303
-0.315687,-0.424896,-0.661636
0.201387,0.297996,0.247148
-0.237653,-0.324836,-0.469805
-0.0245972,-0.0964768,0.00295815
0.0683403,0.0561944,0.123463
-0.174327,-0.250897,-0.32239
0.162449,0.228529,0.212427
0.344896,0.546063,0.366058
0.00440878,-0.064915,0.0584358
0.0970367,0.109452,0.151395
0.101966,0.118535,0.15612
0.0793823,0.0767642,0.134299
0.0159214,-0.042842,0.0704458
0.00791369,-0.0581824,0.0621066
0.0918506,0.0998748,0.146402
-0.0367819,-0.108125,-0.0224734
-0.00406943,-0.0771784,0.0454335
0.0365841,-0.00352243,0.0916639
0.0194954,-0.036014,0.0741466
0.00263568,-0.0683253,0.0565738
0.0127374,-0.0489346,0.0671379
-0.0592037,-0.129949,-0.0697157
0.0221836,-0.0308858,0.0769215
-0.0998496,-0.170872,-0.156902
0.0629802,0.0461736,0.118162
0.209726,0.312745,0.254437
0.200036,0.295602,0.245962
0.173635,0.248588,0.222519
0.062211,0.0447337,0.1174
0.061724,0.0438217,0.116916
0.22726,0.343613,0.269602
0.0703781,0.059998,0.125471
-0.134449,-0.207191,-0.232806
0.163045,0.229601,0.212968
0.0461217,0.0145017,0.101315
0.0266098,-0.0224558,0.0814749
-0.0436203,-0.114727,-0.0368201
0.128622,0.167339,0.181307
0.00680714,-0.0603067,0.0609491
-0.165042,-0.240534,-0.30132
0.0567349,0.0344682,0.111953
0.0834972,0.0844049,0.138308
-0.0365244,-0.107877,-0.0219342
0.0173436,-0.0401236,0.07192
0.304196,0.476889,0.333675
0.172004,0.24567,0.221054
-0.0590485,-0.129796,-0.0693867
-0.073722,-0.14436,-0.100623
0.161709,0.227199,0.211756
0.0798308,0.0775977,0.134736
0.229068,0.346784,0.271152
-0.0153824,-0.0877641,0.0220817
0.275394,0.427394,0.310142
0.0993488,0.113715,0.153614
0.230535,0.349357,0.27241
-0.0403985,-0.11161,-0.0300543
0.0461905,0.0146316,0.101385
0.205501,0.305277,0.25075
-0.150973,-0.225052,-0.269643
-0.157684,-0.232405,-0.284716
-0.0229637,-0.0949263,0.00635504
0.145614,0.198177,0.197055
0.0700937,0.0594674,0.125191
0.0625205,0.0453132,0.117707
0.0786454,0.0753946,0.133579
-0.0672809,-0.137939,-0.0868793
-0.101233,-0.172297,-0.159906
0.123101,0.157274,0.17614
-0.000383555,-0.0737555,0.0530122
-0.139828,-0.212967,-0.244754
0.0594701,0.0395987,0.114677
0.215933,0.323695,0.259831
-0.0199356,-0.0920589,0.0126441
0.0610928,0.0426395,0.11629
-0.0854675,-0.156185,-0.125816
0.157955,0.220446,0.208346
0.317836,0.500169,0.344639
0.0850533,0.0872908,0.139821
-0.0583139,-0.129073,-0.0678297
0.164124,0.231539,0.213945
0.0921422,0.100414,0.146683
0.124993,0.160725,0.177913
0.281641,0.438169,0.315292
0.106113,0.126163,0.160078
0.0730683,0.065014,0.128116
-0.055257,-0.12607,-0.0613575
-0.231387,-0.317251,-0.454913
0.251798,0.386495,0.290464
0.327221,0.51613,0.352118
0.18544,0.269668,0.233067
0.035591,-0.00540371,0.0906538
0.134085,0.177275,0.186395
-0.173427,-0.249887,-0.320342
-0.129595,-0.202009,-0.222059
0.256042,0.393875,0.29403
-0.0797891,-0.150449,-0.113615
0.117561,0.147151,0.170928
0.0451933,0.0127507,0.10038
0.38052,0.605912,0.393609
-0.181255,-0.258703,-0.338196
-0.0333639,-0.104843,-0.0153227
-0.0705719,-0.141214,-0.093895
0.0236187,-0.0281506,0.0784
0.00722052,-0.059513,0.0613816
0.145717,0.198362,0.197149
0.151741,0.209246,0.202675
0.0926873,0.101421,0.147209
-0.000541075,-0.0739015,0.0526886
0.215881,0.323602,0.259785
-0.227865,-0.313015,-0.446574
0.0394618,0.00192412,0.0945853
0.0243033,-0.0268466,0.0791045
0.179241,0.258611,0.227541
-0.0284885,-0.100181,-0.00514555
-0.00110148,-0.0744212,0.0515371
-0.141992,-0.215301,-0.249573
-0.0413543,-0.112534,-0.0320601
-0.0250807,-0.0969362,0.00195213
-0.267674,-0.362063,-0.542163
-0.15531,-0.229797,-0.279377
0.188684,0.275444,0.235946
-0.250477,-0.340555,-0.500506
0.320635,0.504934,0.346875
0.299604,0.469029,0.329959
0.0871155,0.0911123,0.141822
-0.0499684,-0.120898,-0.0501863
0.32028,0.50433,0.346592
0.0923333,0.100767,0.146867
0.250977,0.385066,0.289772
-0.0264575,-0.0982457,-0.00091398
-0.140799,-0.214013,-0.246915
0.258053,0.397367,0.295716
0.18328,0.265818,0.231145
0.120021,0.151648,0.173245
0.11261,0.138087,0.16625
0.0347182,-0.00705769,0.0897653
0.212662,0.317927,0.256992
0.18672,0.271948,0.234204
0.368612,0.585977,0.384479
0.0519497,0.0254776,0.10717
0.108796,0.13109,0.162631
0.435297,0.696744,0.434614
-0.0755369,-0.146177,-0.104505
0.0549436,0.031105,0.110165
0.00374374,-0.0661938,0.0577378
0.237771,0.362027,0.278589
0.104348,0.122918,0.158395
-0.165582,-0.241134,-0.302542
-0.185698,-0.263746,-0.348374
-0.0540407,-0.124878,-0.0587852
-0.0251133,-0.0969672,0.00188424
0.0754124,0.0693801,0.130416
0.0284504,-0.0189556,0.0833624
-0.0416493,-0.112819,-0.0326795
-0.183087,-0.260779,-0.342389
0.357462,0.567247,0.375859
-0.0447676,-0.115839,-0.0392324
0.0732708,0.0653915,0.128315
0.0984001,0.111966,0.152704
0.0941207,0.104069,0.14859
-0.0299714,-0.101596,-0.00823825
0.0370941,-0.00255669,0.0921822
0.0764124,0.0712413,0.131395
0.191825,0.28103,0.238727
0.130612,0.170961,0.183164
-0.182036,-0.259588,-0.339983
-0.0586948,-0.129448,-0.068637
0.250279,0.38385,0.289184
-0.0704865,-0.141129,-0.0937129
0.226186,0.341728,0.268679
0.0783459,0.0748378,0.133286
0.206015,0.306188,0.2512
-0.208047,-0.289532,-0.400049
0.00983743,-0.0544918,0.064116
0.101335,0.117374,0.155516
-0.0394596,-0.110704,-0.0280847
0.374918,0.596542,0.389324
0.0680931,0.0557328,0.123219
0.182069,0.263658,0.230065
0.0358504,-0.00491217,0.0909177
0.105197,0.124478,0.159205
0.0405833,0.00404478,0.0957217
0.0411511,0.00511801,0.0962965
-0.162023,-0.23719,-0.294497
-0.0919984,-0.162825,-0.1399
0.204181,0.302942,0.249595
0.0291272,-0.0176692,0.0840557
0.0468012,0.015783,0.102
0.0526138,0.0267266,0.107835
-0.248079,-0.337596,-0.494742
0.0170112,-0.0407587,0.0715757
-0.0339895,-0.105442,-0.0166305
-0.026428,-0.0982176,-0.000852441
-0.163013,-0.238285,-0.296732
0.263596,0.406986,0.300349
0.159729,0.223639,0.209959
0.213578,0.319543,0.257787
-0.136216,-0.209084,-0.236726
0.0952789,0.106208,0.149705
0.0861218,0.0892714,0.140858
-0.133698,-0.206387,-0.23114
0.319144,0.502396,0.345684
0.0383437,-0.000191217,0.0934512
0.249687,0.382819,0.288685
0.128586,0.167273,0.181274
-0.158934,-0.233781,-0.287531
0.111609,0.136251,0.165301
0.306443,0.480731,0.33549
0.0838238,0.0850109,0.138626
-0.0284924,-0.100184,-0.0051537
0.30794,0.483289,0.336696
0.0515654,0.0247547,0.106785
0.304774,0.477877,0.334142
-0.225797,-0.310536,-0.441686
0.013898,-0.0467129,0.0683448
0.352619,0.559091,0.372092
0.145374,0.197743,0.196834
0.0812783,0.0802864,0.136148
0.0972229,0.109795,0.151574
0.253424,0.389323,0.291831
0.0995074,0.114007,0.153766
-0.0269436,-0.0987085,-0.00192632
0.419363,0.670466,0.422849
-0.266246,-0.360258,-0.538683
0.171434,0.244649,0.220542
0.0365239,-0.0036364,0.0916027
0.0580282,0.0368948,0.113242
-0.00271481,-0.075919,0.0482204
-0.0831652,-0.153855,-0.120864
-0.0848329,-0.155542,-0.124451
0.272586,0.422544,0.30782
0.134389,0.177827,0.186678
0.1901,0.277963,0.2372
0.0127231,-0.048962,0.0671231
0.463956,0.743722,0.455448
0.180784,0.261365,0.228919
0.13669,0.182007,0.188813
0.159267,0.222808,0.209539
0.0200399,-0.0349748,0.0747092
0.180205,0.260332,0.228402
0.0995784,0.114138,0.153834
0.162782,0.229127,0.212729
0.11939,0.150495,0.172651
0.204416,0.303359,0.249801
-0.0770054,-0.14765,-0.107648
0.0437459,0.0100194,0.0989196
-0.170457,-0.246563,-0.313591
-0.0216159,-0.0936489,0.00915546
0.155425,0.21589,0.206041
0.424866,0.679555,0.426927
0.173385,0.248142,0.222295
-0.000255936,-0.0736372,0.0532743
0.142095,0.191807,0.193812
0.047603,0.0172943,0.102807
-0.0398319,-0.111063,-0.0288655
0.202416,0.299818,0.24805
0.00565874,-0.0625127,0.0597464
0.108961,0.131393,0.162788
-0.152107,-0.22629,-0.272185
-0.0803452,-0.151009,-0.114808
0.0861847,0.0893879,0.140919
0.0740069,0.0667629,0.129038
0.0736957,0.0661831,0.128732
0.0446918,0.0118044,0.0998741
0.0482769,0.0185641,0.103484
-0.166147,-0.241762,-0.303821
-0.0161394,-0.0884768,0.0205141
0.290234,0.452953,0.322333
0.0175609,-0.0397084,0.0721451
0.254307,0.390859,0.292573
0.0420773,0.00686823,0.0972336
0.018944,-0.0370667,0.0735765
0.0597126,0.0400533,0.114918
0.202583,0.300115,0.248197
-0.133406,-0.206075,-0.230494
0.0300961,-0.0158283,0.0850474
-0.033523,-0.104995,-0.0156552
-0.173617,-0.2501,-0.320773
0.182679,0.264747,0.230609
-0.00675271,-0.0796783,0.0399071
0.596828,0.957095,0.546999
-0.270364,-0.365473,-0.548732
-0.0478135,-0.118798,-0.0456437
0.0363613,-0.00394439,0.0914374
-0.0820439,-0.152722,-0.118455
-0.0792342,-0.14989,-0.112425
0.21764,0.3267,0.261308
0.132771,0.174887,0.185174
-0.136665,-0.209566,-0.237724
0.191973,0.281293,0.238858
-0.17377,-0.250271,-0.321122
0.06594,0.0517098,0.121093
0.166779,0.236305,0.216346
-0.16019,-0.235165,-0.290362
-0.117747,-0.189481,-0.195962
-0.0376361,-0.108947,-0.0242626
0.0685038,0.0564997,0.123624
0.0521633,0.0258793,0.107384
0.0471675,0.0164734,0.102368
-0.0106978,-0.083366,0.0317681
0.271483,0.420638,0.306906
0.424923,0.679649,0.426969
0.363049,0.57664,0.380187
0.161845,0.227444,0.21188
0.11633,0.144899,0.169767
-0.0108158,-0.0834765,0.0315244
0.0894049,0.0953511,0.144039
0.134691,0.178376,0.186958
-0.266193,-0.360191,-0.538554
0.338469,0.535198,0.361011
0.122431,0.15605,0.17551
0.163667,0.230718,0.213531
-0.138131,-0.211141,-0.240981
0.0500713,0.0219432,0.105287
0.477165,0.765255,0.464913
0.19473,0.286192,0.241293
0.347205,0.549961,0.367866
-0.0913572,-0.162171,-0.138515
0.0920189,0.100186,0.146564
-0.0586604,-0.129414,-0.068564
-0.187055,-0.265291,-0.351487
0.0327009,-0.0108833,0.0877088
0.0425336,0.00773016,0.0976949
0.0178691,-0.0391195,0.0724642
0.144508,0.196176,0.196037
0.162837,0.229226,0.212779
0.279881,0.435135,0.313843
0.296615,0.463905,0.327532
0.359558,0.570773,0.377485
-0.202822,-0.283439,-0.387895
-0.199893,-0.280041,-0.381101
0.0346131,-0.00725704,0.0896582
-0.298634,-0.402089,-0.618644
0.281195,0.437401,0.314925
0.277038,0.430232,0.3115
0.11691,0.145961,0.170315
0.269844,0.417804,0.305547
0.0483984,0.0187929,0.103606
-0.136928,-0.209848,-0.238307
0.246099,0.376567,0.285655
0.283192,0.44084,0.316566
0.0910232,0.0983448,0.145603
-0.058077,-0.12884,-0.0673277
0.0944033,0.104591,0.148862
0.333612,0.526971,0.357179
0.0149433,-0.0447127,0.0694307
0.0701384,0.0595508,0.125235
0.350384,0.555325,0.37035
0.172047,0.245747,0.221093
0.160949,0.225832,0.211067
0.400552,0.639292,0.40879
0.416622,0.665934,0.420812
-0.112995,-0.184504,-0.18555
0.0105817,-0.0530648,0.0648924
0.170397,0.242791,0.219608
0.19374,0.284433,0.240419
0.221404,0.333324,0.264561
-0.109322,-0.180674,-0.177522
-0.0552171,-0.126031,-0.0612731
-0.0528944,-0.123756,-0.0563628
-0.00164557,-0.074926,0.0504189
-0.0211965,-0.0932518,0.0100265
0.705301,1.12647,0.616257
0.20795,0.309607,0.252889
0.465819,0.746764,0.456788
0.0520492,0.0256647,0.10727
-0.0371719,-0.1085,-0.0232902
0.219659,0.330255,0.263054
-0.11523,-0.186842,-0.190444
0.087045,0.0909819,0.141753
0.304742,0.477822,0.334116
-0.156552,-0.23116,-0.282168
0.0717867,0.0626252,0.126857
0.0937374,0.103361,0.148221
0.274851,0.426457,0.309694
0.0608182,0.0421251,0.116017
-0.17194,-0.248222,-0.316961
-0.177833,-0.254839,-0.330379
0.387394,0.617387,0.398842
0.030376,-0.0152966,0.0853337
-0.0256144,-0.0974436,0.000841336
-0.0714194,-0.142059,-0.095704
-0.00914815,-0.0819157,0.0349672
-0.00415151,-0.0772548,0.0452645
-0.082647,-0.153331,-0.119751
0.285403,0.444647,0.31838
0.0438793,0.0102711,0.0990543
0.20933,0.312045,0.254092
-0.165975,-0.24157,-0.30343
0.0110352,-0.0521956,0.0653652
-0.155545,-0.230055,-0.279906
0.229445,0.347447,0.271476
0.157439,0.219517,0.207876
-0.0433576,-0.114472,-0.0362679
0.0148012,-0.0449846,0.0692832
0.0796682,0.0772956,0.134578
0.120329,0.152212,0.173535
0.293827,0.459123,0.325263
-0.12237,-0.194349,-0.206123
0.0419247,0.00657982,0.0970792
0.01386,-0.0467856,0.0683053
0.415275,0.663706,0.41981
0.0179497,-0.0389656,0.0725476
0.00405989,-0.0655858,0.0580697
0.0254128,-0.0247339,0.0802454
0.626214,1.00338,0.566215
0.106639,0.127129,0.160579
0.0598744,0.0403565,0.115079
0.105518,0.125068,0.15951
0.208845,0.311188,0.253669
0.314774,0.494952,0.342188
-0.00612538,-0.0790932,0.0411999
0.574206,0.921252,0.531963
-0.0126986,-0.0852419,0.0276339
0.0484908,0.018967,0.103699
0.0918836,0.0999358,0.146434
0.0592016,0.0390954,0.11441
0.192751,0.282677,0.239546
-0.080015,-0.150677,-0.1141
0.272696,0.422735,0.307911
0.362944,0.576463,0.380106
0.156322,0.217504,0.206858
-0.00696028,-0.0798719,0.0394793
0.0325528,-0.0111643,0.0875577
0.462835,0.741892,0.454641
-0.0263217,-0.0981164,-0.000631009
-0.0757844,-0.146425,-0.105034
0.151927,0.209582,0.202846
0.388206,0.618742,0.399459
-0.0855613,-0.15628,-0.126018
-0.158658,-0.233477,-0.28691
0.0488457,0.0196355,0.104056
0.0332142,-0.00990958,0.0882324
-0.0307173,-0.102309,-0.00979479
-0.127328,-0.199599,-0.217052
-0.0325868,-0.104098,-0.0136987
0.0588427,0.0384224,0.114053
-0.00831729,-0.081139,0.0366813
0.0378034,-0.00121383,0.0929027
0.61427,0.984603,0.558447
-0.060458,-0.131185,-0.0723759
0.0131758,-0.0480953,0.067594
-0.124013,-0.196086,-0.20974
-0.223723,-0.308057,-0.436793
-0.0377445,-0.109051,-0.0244896
0.192093,0.281506,0.238964
0.203878,0.302407,0.249331
0.398937,0.636609,0.407574
-0.0646428,-0.135322,-0.0812649
-0.000903502,-0.0742376,0.051944
0.127912,0.166044,0.180643
-0.246856,-0.33609,-0.491808
-0.241186,-0.32914,-0.478234
0.0142835,-0.045975,0.0687455
-0.00841109,-0.0812267,0.0364878
0.128808,0.167678,0.181481
0.193902,0.284721,0.240562
-0.155026,-0.229485,-0.278737
0.141964,0.19157,0.193692
0.216034,0.323873,0.259918
-0.14448,-0.217992,-0.255122
0.275464,0.427515,0.3102
0.199034,0.293827,0.245082
0.38758,0.617699,0.398984
0.506326,0.81253,0.485514
0.151434,0.208692,0.202394
0.215305,0.322588,0.259286
-0.0459769,-0.117013,-0.0417765
0.518552,0.832246,0.494033
-0.105891,-0.177112,-0.170041
0.0632866,0.0467471,0.118466
0.0673678,0.0543781,0.122503
0.0397704,0.00250773,0.0948981
0.00550375,-0.0628105,0.059584
0.305175,0.478562,0.334466
-0.150228,-0.224238,-0.267973
0.169979,0.242041,0.219231
0.0956146,0.106828,0.150028
0.075142,0.0688768,0.130151
0.316424,0.497764,0.343509
-0.0917715,-0.162594,-0.13941
0.493487,0.791759,0.476494
-0.124738,-0.196853,-0.211339
-0.0345579,-0.105988,-0.0178191
0.11425,0.141091,0.167801
0.206532,0.307102,0.251651
-0.0989866,-0.169984,-0.15503
-0.0828546,-0.153541,-0.120197
0.116035,0.144359,0.169489
-0.0129829,-0.0855087,0.0270462
-0.0491826,-0.120131,-0.0485291
0.100325,0.115512,0.154549
-0.230081,-0.315678,-0.451818
-0.034931,-0.106346,-0.0185996
0.254254,0.390767,0.292529
0.102369,0.119277,0.156505
0.0141365,-0.0462564,0.0685927
0.166716,0.236191,0.216288
0.175126,0.251256,0.223857
0.0635914,0.0473174,0.118768
0.147446,0.20149,0.198739
-0.00327294,-0.0764377,0.0470724
0.0438987,0.0103077,0.0990738
0.30188,0.472926,0.331802
0.032531,-0.0112057,0.0875354
-0.00470231,-0.0777674,0.0441307
-0.0269847,-0.0987476,-0.00201199
-0.109214,-0.180562,-0.177286
0.0811344,0.0800193,0.136008
0.137999,0.184381,0.190026
0.0889541,0.0945168,0.143602
0.115207,0.142843,0.168706
0.198875,0.293545,0.244942
0.428039,0.684789,0.429272
0.504306,0.809267,0.4841
0.13254,0.174467,0.184959
0.156877,0.218505,0.207364
-0.0446263,-0.115702,-0.0389352
0.354169,0.561703,0.3733
0.369388,0.587278,0.385077
0.0831308,0.0837252,0.137952
0.0911278,0.0985382,0.145704
-0.0663914,-0.137056,-0.0849854
0.13385,0.176849,0.186177
-0.172358,-0.248689,-0.317909
0.150497,0.207001,0.201537
0.0982359,0.111663,0.152546
-0.0690494,-0.139697,-0.0906478
0.127507,0.165307,0.180265
-0.0971871,-0.168136,-0.151128
0.197829,0.291691,0.244022
0.0615956,0.0435813,0.116789
0.0670683,0.0538186,0.122207
-0.191188,-0.270014,-0.360993
0.0956389,0.106872,0.150052
0.0419806,0.00668547,0.0971358
0.215738,0.323351,0.259662
0.34335,0.543452,0.364847
-0.0061127,-0.0790814,0.041226
0.1204,0.152342,0.173602
0.4941,0.792752,0.476926
0.399868,0.638155,0.408275
0.208499,0.310578,0.253368
0.286731,0.446932,0.319468
0.202463,0.299902,0.248091
0.231497,0.351043,0.273233
0.0757547,0.0700174,0.130751
0.399425,0.63742,0.407942
0.0995421,0.114071,0.153799
0.175393,0.251733,0.224096
-0.15597,-0.230521,-0.280859
0.242238,0.369832,0.282385
-0.0441222,-0.115213,-0.0378751
0.19046,0.278603,0.237519
-0.176535,-0.253377,-0.327418
0.00219981,-0.0691641,0.0561156
0.00164175,-0.0702383,0.0555287
-0.0181948,-0.0904146,0.0162548
-0.121987,-0.193945,-0.205281
-0.010111,-0.0828165,0.0329799
0.0754005,0.069358,0.130404
0.127853,0.165938,0.180589
0.0183935,-0.0381179,0.073007
0.459654,0.736693,0.452346
0.339332,0.536657,0.361689
0.0777673,0.0737618,0.132721
0.496732,0.797015,0.478781
0.0140138,-0.0464911,0.0684652
-0.0224836,-0.0944711,0.00735275
